id,app_data,snr,rssi,duty_cycle_remaining,is_primary,receive_time,frequency,spf,power,airtime,coderate,bandwidth,msg_group_number,message_type_id,ap_id,node_id
185,ODQsMTAw,8.3,-66,35960,t,2020-04-13 12:56:26.479,866100000,7,11,40,4/5,125000,0,1,111111,QlGU
186,MTE1LDEwMA==,7.97,-97.5,35954,t,2020-04-13 12:56:28.809,866100000,7,13,46,4/5,125000,0,1,888888,65sI
187,NzcsMTAw,9.43,-65.6,35960,t,2020-04-13 12:56:29.314,866100000,7,13,40,4/5,125000,0,1,999999,wRd5
188,MTA3LDEwMA==,9.79,-54.4,35954,t,2020-04-13 12:56:31.066,866100000,7,13,46,4/5,125000,0,1,000000,UTPN
189,NTAsMTAw,10.82,-113.2,35960,t,2020-04-13 12:56:31.198,866900000,7,14,40,4/5,125000,0,1,555555,ozBN
190,MTQwLDEwMA==,7.48,-57.8,35954,t,2020-04-13 12:56:31.422,866100000,7,9,46,4/5,125000,0,1,666666,InMc
191,MTAyLDEwMA==,10.18,-36.8,35954,t,2020-04-13 12:56:35.387,866100000,7,13,46,4/5,125000,0,1,444444,egCH
192,ODQsMTAw,8.95,-71.8,35960,t,2020-04-13 12:56:36.488,866100000,7,11,40,4/5,125000,0,1,111111,mGUh
193,NzMsMTAw,8.88,-105.2,35872,t,2020-04-13 12:56:36.847,866100000,9,15,128,4/5,125000,0,1,333333,TUQc
194,MTEwLDEwMA==,8.74,-57.9,35954,t,2020-04-13 12:56:38.782,866100000,7,13,46,4/5,125000,0,1,888888,3GR7
195,MTQwLDEwMA==,11.71,-111,35954,t,2020-04-13 12:56:39.32,866100000,7,13,46,4/5,125000,0,1,999999,n1cH
196,ODgsMTAw,8.09,-79.7,35960,t,2020-04-13 12:56:41.068,866100000,7,13,40,4/5,125000,1,1,000000,pIH0
197,ODQsMTAw,9.97,-51.3,35960,t,2020-04-13 12:56:41.431,866100000,7,9,40,4/5,125000,0,1,666666,xN6w
198,MTUwLDEwMA==,9.6,-67.3,35954,t,2020-04-13 12:56:41.788,866900000,7,14,46,4/5,125000,0,1,555555,Mx1S
199,ODYsMTAw,9.91,-43.1,35099,t,2020-04-13 12:56:43.501,866100000,12,15,901,4/5,125000,0,1,222222,6IYc
200,MTM1LDEwMA==,11.47,-91.3,35954,t,2020-04-13 12:56:45.398,866100000,7,13,46,4/5,125000,0,1,444444,s8Zc
201,ODAsMTAw,10.81,-52.8,35960,t,2020-04-13 12:56:46.503,866100000,7,11,40,4/5,125000,0,1,111111,quiZ
202,MTE4LDEwMA==,7.44,-80.8,35853,t,2020-04-13 12:56:46.872,866100000,9,15,147,4/5,125000,0,1,333333,UDoQ
203,MTMzLDEwMA==,8.07,-65.9,35954,t,2020-04-13 12:56:48.792,866100000,7,13,46,4/5,125000,0,1,888888,WkTR
204,MTI4LDEwMA==,10.39,-109.1,35954,t,2020-04-13 12:56:49.333,866100000,7,13,46,4/5,125000,0,1,999999,ReDA
205,ODAsMTAw,9.69,-87,35960,t,2020-04-13 12:56:51.083,866100000,7,13,40,4/5,125000,0,1,000000,GqRZ
206,MTQ1LDEwMA==,11.04,-105.1,35954,t,2020-04-13 12:56:51.434,866100000,7,9,46,4/5,125000,0,1,666666,7wmc
207,MTQxLDEwMA==,9.77,-52.4,35918,t,2020-04-13 12:56:52.385,866100000,8,12,82,4/5,125000,0,1,555555,pZoS
208,NTUsMTAw,7.17,-114.5,35960,t,2020-04-13 12:56:55.407,866900000,7,14,40,4/5,125000,0,1,444444,tdVr
209,MTQzLDEwMA==,9.86,-48.8,35432,t,2020-04-13 12:56:55.74,866100000,11,15,568,4/5,125000,0,1,777777,k4yR
210,OTUsMTAw,9.51,-39.1,35960,t,2020-04-13 12:56:56.508,866100000,7,11,40,4/5,125000,0,1,111111,ydoi
211,NjQsMTAw,8.16,-95.9,35960,t,2020-04-13 12:56:58.801,866100000,7,13,40,4/5,125000,0,1,888888,6Deu
212,MTAzLDEwMA==,6.98,-68.2,35954,t,2020-04-13 12:56:59.338,866100000,7,13,46,4/5,125000,0,1,999999,En0f
213,MTM1LDEwMA==,8.07,-82.5,35954,t,2020-04-13 12:57:01.093,866100000,7,13,46,4/5,125000,1,1,000000,neuL
214,NjQsMTAw,9.93,-80.5,35960,t,2020-04-13 12:57:01.445,866100000,7,9,40,4/5,125000,0,1,666666,ONeQ
215,MTA0LDEwMA==,10.67,-89.8,35918,t,2020-04-13 12:57:02.396,866100000,8,12,82,4/5,125000,0,1,555555,JUtc
216,MTM5LDEwMA==,10.05,-85.2,34968,t,2020-04-13 12:57:03.518,866100000,12,15,1032,4/5,125000,0,1,222222,QYi3
217,NzIsMTAw,7.49,-77,35505,t,2020-04-13 12:57:05.748,866100000,11,15,495,4/5,125000,0,1,777777,YhuJ
218,MTE1LDEwMA==,8.48,-56.7,35918,t,2020-04-13 12:57:05.994,866100000,8,14,82,4/5,125000,0,1,444444,MD8D
219,NzUsMTAw,6.93,-100.8,35960,t,2020-04-13 12:57:06.515,866100000,7,11,40,4/5,125000,0,1,111111,FQDU
220,MTA5LDEwMA==,9.42,-40,35853,t,2020-04-13 12:57:06.878,866100000,9,15,147,4/5,125000,0,1,333333,NOjn
221,NzEsMTAw,6.55,-81.4,35960,t,2020-04-13 12:57:08.811,866100000,7,13,40,4/5,125000,0,1,888888,z8Lv
222,NTIsMTAw,8.25,-71.4,35960,t,2020-04-13 12:57:09.596,866900000,7,14,40,4/5,125000,0,1,999999,0XJI
223,MTEwLDEwMA==,11.46,-48.3,35954,t,2020-04-13 12:57:11.103,866100000,7,13,46,4/5,125000,0,1,000000,5qno
224,MTQ3LDEwMA==,10.66,-53.7,35954,t,2020-04-13 12:57:11.454,866900000,7,14,46,4/5,125000,0,1,666666,EuRD
225,MTIyLDEwMA==,10.64,-60.1,35918,t,2020-04-13 12:57:12.398,866100000,8,12,82,4/5,125000,0,1,555555,3tos
226,NjYsMTAw,9.73,-69.3,35929,t,2020-04-13 12:57:16,866100000,8,14,71,4/5,125000,0,1,444444,UtBs
227,NjQsMTAw,7.31,-73.6,35960,t,2020-04-13 12:57:16.534,866100000,7,11,40,4/5,125000,0,1,111111,2Vay
228,MTQ5LDEwMA==,9.02,-51.4,35954,t,2020-04-13 12:57:18.9,866900000,7,14,46,4/5,125000,0,1,888888,95LI
229,MTIwLDEwMA==,7.91,-96.8,35734,t,2020-04-13 12:57:20.271,866100000,10,15,266,4/5,125000,0,1,999999,Qap0
230,ODYsMTAw,10.05,-36,35960,t,2020-04-13 12:57:21.129,866100000,7,13,40,4/5,125000,0,1,000000,IhVP
231,OTksMTAw,11.1,-49.7,35960,t,2020-04-13 12:57:22.203,866100000,7,12,40,4/5,125000,0,1,666666,Zbcc
232,NjcsMTAw,8.23,-108.6,35929,t,2020-04-13 12:57:22.428,866100000,8,12,71,4/5,125000,0,1,555555,m6kV
233,NTQsMTAw,6.54,-62.6,35960,t,2020-04-13 12:57:26.145,866900000,7,14,40,4/5,125000,0,1,444444,OXM5
234,NjUsMTAw,7,-106.6,35960,t,2020-04-13 12:57:27.036,866100000,7,11,40,4/5,125000,0,1,111111,wuEp
235,OTUsMTAw,6.56,-96.3,35872,t,2020-04-13 12:57:27.525,866100000,9,15,128,4/5,125000,0,1,333333,QYvL
236,ODMsMTAw,10.44,-50.3,35767,t,2020-04-13 12:57:29.708,866100000,10,15,233,4/5,125000,0,1,888888,PfE4
237,ODIsMTAw,7.8,-66.6,35767,t,2020-04-13 12:57:30.394,866100000,10,15,233,4/5,125000,0,1,999999,01fU
238,MTAyLDEwMA==,10.7,-77.7,35954,t,2020-04-13 12:57:31.513,866100000,7,13,46,4/5,125000,0,1,000000,SBjM
239,NjQsMTAw,10.82,-65.7,35960,t,2020-04-13 12:57:32.154,866100000,7,12,40,4/5,125000,0,1,666666,Ssxg
240,MTI0LDEwMA==,7.09,-103.4,35918,t,2020-04-13 12:57:33.223,866100000,8,12,82,4/5,125000,0,1,555555,hpTx
241,MTA0LDEwMA==,10.72,-114.3,35432,t,2020-04-13 12:57:36.364,866100000,11,15,568,4/5,125000,0,1,777777,Yf5l
242,NTUsMTAw,7.11,-36.7,35960,t,2020-04-13 12:57:36.771,866900000,7,14,40,4/5,125000,0,1,111111,aaWR
243,MTAxLDEwMA==,8.26,-95.2,35853,t,2020-04-13 12:57:37.536,866100000,9,15,147,4/5,125000,1,1,333333,6Deu
244,MTM3LDEwMA==,10.89,-101.4,35954,t,2020-04-13 12:57:39.213,866100000,7,9,46,4/5,125000,0,1,444444,bo6k
245,NzgsMTAw,10.26,-105.5,35767,t,2020-04-13 12:57:39.655,866100000,10,15,233,4/5,125000,0,1,888888,Pnwq
246,MTExLDEwMA==,9.6,-64.6,35954,t,2020-04-13 12:57:42.835,866100000,7,13,46,4/5,125000,0,1,000000,EUJx
247,OTAsMTAw,7.53,-97.4,35929,t,2020-04-13 12:57:43.32,866100000,8,12,71,4/5,125000,0,1,555555,ipYn
248,MTA1LDEwMA==,11.62,-101.5,35954,t,2020-04-13 12:57:43.768,866100000,7,12,46,4/5,125000,1,1,666666,WRXV
249,MTA1LDEwMA==,10,-60.6,35853,t,2020-04-13 12:57:46.914,866100000,9,15,147,4/5,125000,0,1,333333,MZxk
250,ODksMTAw,9.98,-46,35960,t,2020-04-13 12:57:47.3,866100000,7,9,40,4/5,125000,0,1,444444,lrXu
251,NzIsMTAw,8.58,-85.2,35929,t,2020-04-13 12:57:47.435,866100000,8,12,71,4/5,125000,0,1,111111,EDfY
252,NzAsMTAw,6.62,-78.1,35767,t,2020-04-13 12:57:49.542,866100000,10,15,233,4/5,125000,0,1,888888,3iVH
253,MTA1LDEwMA==,11.36,-38.2,35734,t,2020-04-13 12:57:50.301,866100000,10,15,266,4/5,125000,0,1,999999,lGqv
254,NjcsMTAw,7.56,-82.3,35960,t,2020-04-13 12:57:51.139,866100000,7,13,40,4/5,125000,0,1,000000,R6RD
255,MTQyLDEwMA==,8.08,-114.1,35954,t,2020-04-13 12:57:52.075,866100000,7,12,46,4/5,125000,0,1,666666,Dp3N
256,MTA2LDEwMA==,7.2,-80.3,35918,t,2020-04-13 12:57:52.438,866100000,8,12,82,4/5,125000,0,1,555555,Re8y
257,MTI4LDEwMA==,11.62,-77,35853,t,2020-04-13 12:57:56.926,866100000,9,15,147,4/5,125000,0,1,333333,rKuN
258,NTcsMTAw,7.92,-110.1,35960,t,2020-04-13 12:57:57.302,866900000,7,14,40,4/5,125000,0,1,444444,uir2
259,NzAsMTAw,11.57,-64.5,35929,t,2020-04-13 12:57:57.46,866100000,8,12,71,4/5,125000,1,1,111111,EAvO
260,ODMsMTAw,10.75,-78.6,35767,t,2020-04-13 12:57:59.547,866100000,10,15,233,4/5,125000,0,1,888888,WYaK
261,NTMsMTAw,11.25,-102.6,35960,t,2020-04-13 12:58:00.312,866900000,7,14,40,4/5,125000,0,1,999999,nSzI
262,ODQsMTAw,6.73,-76.3,35960,t,2020-04-13 12:58:01.153,866100000,7,13,40,4/5,125000,0,1,000000,U7N3
263,MTA3LDEwMA==,8.89,-36.6,35954,t,2020-04-13 12:58:02.081,866100000,7,12,46,4/5,125000,0,1,666666,IZXp
264,NjcsMTAw,10.82,-46,35929,t,2020-04-13 12:58:02.451,866100000,8,12,71,4/5,125000,0,1,555555,AzJn
265,MTE2LDEwMA==,10.99,-99,34968,t,2020-04-13 12:58:03.611,866100000,12,15,1032,4/5,125000,0,1,222222,Q8wo
266,MTQzLDEwMA==,9.85,-77.2,35853,t,2020-04-13 12:58:06.939,866100000,9,15,147,4/5,125000,0,1,333333,SXqq
267,NTEsMTAw,10.02,-73,35960,t,2020-04-13 12:58:07.457,866900000,7,14,40,4/5,125000,0,1,111111,c9cC
268,NjAsMTAw,8.35,-39.5,35929,t,2020-04-13 12:58:07.886,866100000,8,12,71,4/5,125000,0,1,444444,wYGo
269,MTE5LDEwMA==,11.23,-65.1,35734,t,2020-04-13 12:58:09.553,866100000,10,15,266,4/5,125000,0,1,888888,qvJ1
270,MTE5LDEwMA==,7.31,-70.4,35734,t,2020-04-13 12:58:10.905,866100000,10,15,266,4/5,125000,0,1,999999,KsGK
271,ODcsMTAw,9.3,-74.7,35960,t,2020-04-13 12:58:11.151,866100000,7,13,40,4/5,125000,0,1,000000,gOZ5
272,NzgsMTAw,9.25,-66.5,35960,t,2020-04-13 12:58:12.104,866100000,7,12,40,4/5,125000,0,1,666666,zR7l
273,MTQyLDEwMA==,10.41,-36.7,35918,t,2020-04-13 12:58:12.458,866100000,8,12,82,4/5,125000,0,1,555555,X4q5
274,MTM1LDEwMA==,10.32,-71.7,35853,t,2020-04-13 12:58:16.948,866100000,9,15,147,4/5,125000,0,1,333333,5dFK
275,NzAsMTAw,8.34,-35.7,35929,t,2020-04-13 12:58:17.895,866100000,8,12,71,4/5,125000,0,1,444444,qgDL
276,MTEwLDEwMA==,9.06,-85.8,35954,t,2020-04-13 12:58:18.054,866100000,7,10,46,4/5,125000,0,1,111111,kv6t
277,OTksMTAw,9.51,-83.9,35767,t,2020-04-13 12:58:19.573,866100000,10,15,233,4/5,125000,0,1,888888,9nN9
278,OTksMTAw,10.66,-45.2,35767,t,2020-04-13 12:58:20.906,866100000,10,15,233,4/5,125000,0,1,999999,hVBI
279,OTIsMTAw,9.25,-78.7,35960,t,2020-04-13 12:58:21.157,866100000,7,13,40,4/5,125000,0,1,000000,FEwg
280,NjAsMTAw,10.44,-103.4,35960,t,2020-04-13 12:58:22.105,866100000,7,12,40,4/5,125000,0,1,666666,qK8y
281,MTEzLDEwMA==,11.54,-92.4,35918,t,2020-04-13 12:58:22.519,866100000,8,12,82,4/5,125000,0,1,555555,jcJs
282,NzUsMTAw,11.46,-52.5,35505,t,2020-04-13 12:58:25.815,866100000,11,15,495,4/5,125000,0,1,777777,PsV1
283,MTE3LDEwMA==,11.56,-60.6,35853,t,2020-04-13 12:58:26.96,866100000,9,15,147,4/5,125000,0,1,333333,Je0L
284,OTEsMTAw,10.91,-100.8,35929,t,2020-04-13 12:58:27.909,866100000,8,12,71,4/5,125000,0,1,444444,aTUM
285,NTQsMTAw,9.5,-66.2,35960,t,2020-04-13 12:58:28.06,866900000,7,14,40,4/5,125000,0,1,111111,Q2xb
286,ODgsMTAw,6.55,-74,35767,t,2020-04-13 12:58:29.572,866100000,10,15,233,4/5,125000,0,1,888888,Yy7U
287,NzUsMTAw,8.63,-112.2,35767,t,2020-04-13 12:58:30.914,866100000,10,15,233,4/5,125000,0,1,999999,4S0y
288,MTQ5LDEwMA==,9.68,-86.6,35954,t,2020-04-13 12:58:31.175,866900000,7,14,46,4/5,125000,0,1,000000,JmpM
289,MTM5LDEwMA==,10.81,-56.8,35954,t,2020-04-13 12:58:32.121,866100000,7,12,46,4/5,125000,0,1,666666,q4jB
290,ODIsMTAw,8.8,-96.3,35929,t,2020-04-13 12:58:32.487,866100000,8,12,71,4/5,125000,0,1,555555,SBCe
291,NjYsMTAw,8.94,-96.6,35505,t,2020-04-13 12:58:35.82,866100000,11,15,495,4/5,125000,0,1,777777,5Igc
292,NjEsMTAw,10.49,-38.9,35929,t,2020-04-13 12:58:37.92,866100000,8,12,71,4/5,125000,0,1,444444,xbvn
293,NTksMTAw,9.01,-39.8,35960,t,2020-04-13 12:58:38.728,866900000,7,14,40,4/5,125000,0,1,111111,SuDT
294,MTA3LDEwMA==,9.07,-92.1,35734,t,2020-04-13 12:58:39.58,866100000,10,15,266,4/5,125000,0,1,888888,5nWF
295,MTQ1LDEwMA==,10.39,-83,35734,t,2020-04-13 12:58:40.919,866100000,10,15,266,4/5,125000,0,1,999999,3eyd
296,MTIxLDEwMA==,8.9,-71.4,35954,t,2020-04-13 12:58:41.757,866100000,7,9,46,4/5,125000,0,1,000000,Xlvk
297,MTEyLDEwMA==,11.73,-54.7,35954,t,2020-04-13 12:58:42.128,866100000,7,12,46,4/5,125000,0,1,666666,Tg0Q
298,NjcsMTAw,8.86,-80.4,35929,t,2020-04-13 12:58:42.494,866100000,8,12,71,4/5,125000,0,1,555555,jQ1u
299,MTM4LDEwMA==,9.63,-107.3,35853,t,2020-04-13 12:58:46.969,866100000,9,15,147,4/5,125000,0,1,333333,qFCP
300,MTE0LDEwMA==,6.57,-92.2,35918,t,2020-04-13 12:58:47.92,866100000,8,12,82,4/5,125000,1,1,444444,FuPl
301,OTIsMTAw,10.99,-44.9,35960,t,2020-04-13 12:58:49.397,866100000,7,10,40,4/5,125000,0,1,111111,GJeC
302,NzgsMTAw,8.82,-93.1,35767,t,2020-04-13 12:58:49.599,866100000,10,15,233,4/5,125000,0,1,888888,2LvY
303,NjAsMTAw,7.35,-97,35767,t,2020-04-13 12:58:50.927,866100000,10,15,233,4/5,125000,0,1,999999,LKjL
304,OTgsMTAw,8.27,-41.9,35960,t,2020-04-13 12:58:51.857,866100000,7,9,40,4/5,125000,1,1,000000,H5Pp
305,OTEsMTAw,11.3,-99.9,35960,t,2020-04-13 12:58:52.132,866100000,7,12,40,4/5,125000,0,1,666666,4o2T
306,MTUwLDEwMA==,8.31,-89.3,35954,t,2020-04-13 12:58:52.498,866900000,7,14,46,4/5,125000,0,1,555555,1cLx
307,MTE1LDEwMA==,11.51,-44,34968,t,2020-04-13 12:58:53.637,866100000,12,15,1032,4/5,125000,0,1,222222,Lp6Y
308,MTQ2LDEwMA==,9.57,-48.2,35954,t,2020-04-13 12:58:56.98,866900000,7,14,46,4/5,125000,0,1,333333,aAXN
309,ODQsMTAw,7.73,-108.5,35929,t,2020-04-13 12:58:57.936,866100000,8,12,71,4/5,125000,0,1,444444,RNuo
310,ODYsMTAw,8.19,-107.6,35960,t,2020-04-13 12:58:59.387,866100000,7,10,40,4/5,125000,1,1,111111,qgDL
311,MTIzLDEwMA==,11.05,-58.7,35734,t,2020-04-13 12:58:59.599,866100000,10,15,266,4/5,125000,0,1,888888,ONJf
312,NTcsMTAw,8.23,-64.5,35960,t,2020-04-13 12:59:00.94,866900000,7,14,40,4/5,125000,0,1,999999,Lukr
313,MTQ0LDEwMA==,6.58,-83.1,35954,t,2020-04-13 12:59:01.777,866100000,7,9,46,4/5,125000,0,1,000000,wQrU
314,NjQsMTAw,8.48,-41.6,35960,t,2020-04-13 12:59:02.217,866100000,7,12,40,4/5,125000,1,1,666666,X4q5
315,OTQsMTAw,7.58,-96.5,35960,t,2020-04-13 12:59:03.09,866100000,7,8,40,4/5,125000,0,1,555555,KFnJ
316,MTEyLDEwMA==,6.74,-93.6,35918,t,2020-04-13 12:59:07.578,866100000,8,15,82,4/5,125000,0,1,333333,J5Bm
317,NTksMTAw,6.84,-78.7,35960,t,2020-04-13 12:59:07.944,866900000,7,14,40,4/5,125000,0,1,444444,TAoW
318,MTQxLDEwMA==,7.84,-69.4,35954,t,2020-04-13 12:59:09.415,866100000,7,10,46,4/5,125000,0,1,111111,4QkP
319,NTcsMTAw,11.01,-61.6,35960,t,2020-04-13 12:59:09.602,866900000,7,14,40,4/5,125000,0,1,888888,F8tJ
320,MTM4LDEwMA==,10.18,-43,35918,t,2020-04-13 12:59:11.529,866100000,8,15,82,4/5,125000,0,1,999999,e3MT
321,MTA4LDEwMA==,6.77,-113.2,35954,t,2020-04-13 12:59:11.795,866100000,7,9,46,4/5,125000,0,1,000000,RRG0
322,NjksMTAw,11.48,-66.9,35960,t,2020-04-13 12:59:12.165,866100000,7,12,40,4/5,125000,0,1,666666,MtzP
323,MTE5LDEwMA==,6.96,-90.7,35954,t,2020-04-13 12:59:13.103,866100000,7,8,46,4/5,125000,0,1,555555,P0c7
324,MTQ2LDEwMA==,11.63,-38.3,35954,t,2020-04-13 12:59:17.654,866900000,7,14,46,4/5,125000,0,1,333333,4bok
325,MTM3LDEwMA==,8.99,-53.3,35954,t,2020-04-13 12:59:18.534,866100000,7,9,46,4/5,125000,0,1,444444,VOeM
326,ODIsMTAw,7.41,-43.5,35960,t,2020-04-13 12:59:19.411,866100000,7,10,40,4/5,125000,0,1,111111,Pip2
327,MTI3LDEwMA==,10.39,-104.6,35734,t,2020-04-13 12:59:20.185,866100000,10,15,266,4/5,125000,0,1,888888,fXix
328,MTIzLDEwMA==,9.11,-76.3,35918,t,2020-04-13 12:59:21.543,866100000,8,15,82,4/5,125000,0,1,999999,5JTe
329,MTIzLDEwMA==,8.46,-41.2,35954,t,2020-04-13 12:59:21.798,866100000,7,9,46,4/5,125000,1,1,000000,VOeM
330,MTEzLDEwMA==,11.31,-51.7,35954,t,2020-04-13 12:59:22.156,866100000,7,12,46,4/5,125000,0,1,666666,2KzN
331,MTEwLDEwMA==,8.95,-54.8,35954,t,2020-04-13 12:59:23.115,866100000,7,8,46,4/5,125000,0,1,555555,m74Y
332,MTE0LDEwMA==,9.28,-98.2,35432,t,2020-04-13 12:59:25.864,866100000,11,15,568,4/5,125000,0,1,777777,Jxw4
333,ODYsMTAw,10.67,-59.2,35960,t,2020-04-13 12:59:28.551,866100000,7,9,40,4/5,125000,0,1,444444,kn7S
334,MTQzLDEwMA==,7.28,-40.3,35432,t,2020-04-13 12:59:28.703,866100000,11,14,568,4/5,125000,0,1,333333,Jc65
335,MTI0LDEwMA==,6.54,-65.5,35954,t,2020-04-13 12:59:29.422,866100000,7,10,46,4/5,125000,0,1,111111,iw48
336,MTAzLDEwMA==,10.74,-114.9,35734,t,2020-04-13 12:59:30.191,866100000,10,15,266,4/5,125000,0,1,888888,b39S
337,ODIsMTAw,9.5,-86.3,35929,t,2020-04-13 12:59:31.546,866100000,8,15,71,4/5,125000,1,1,999999,UDoQ
338,MTAzLDEwMA==,8.95,-81.6,35954,t,2020-04-13 12:59:31.805,866100000,7,9,46,4/5,125000,0,1,000000,AUAL
339,NjYsMTAw,9.64,-38.5,35960,t,2020-04-13 12:59:32.166,866100000,7,12,40,4/5,125000,0,1,666666,MwLu
340,MTIzLDEwMA==,11.37,-61.9,35954,t,2020-04-13 12:59:33.128,866100000,7,8,46,4/5,125000,0,1,555555,xHKw
341,NTksMTAw,11.2,-71.3,35960,t,2020-04-13 12:59:38.554,866900000,7,14,40,4/5,125000,1,1,444444,PyDg
342,NzEsMTAw,9.67,-66.7,35505,t,2020-04-13 12:59:38.713,866100000,11,14,495,4/5,125000,0,1,333333,nGE4
343,NzUsMTAw,7.86,-53.9,35960,t,2020-04-13 12:59:39.433,866100000,7,10,40,4/5,125000,0,1,111111,RvlQ
344,NjgsMTAw,8.49,-37,35767,t,2020-04-13 12:59:40.201,866100000,10,15,233,4/5,125000,1,1,888888,l9qD
345,MTE4LDEwMA==,6.84,-62.4,35918,t,2020-04-13 12:59:41.558,866100000,8,15,82,4/5,125000,0,1,999999,pLNr
346,MTA0LDEwMA==,6.53,-85.2,35954,t,2020-04-13 12:59:41.813,866100000,7,9,46,4/5,125000,0,1,000000,89Wp
347,OTMsMTAw,9.94,-114.3,35960,t,2020-04-13 12:59:42.172,866100000,7,12,40,4/5,125000,1,1,666666,kwoZ
348,NTgsMTAw,11.14,-36.9,35960,t,2020-04-13 12:59:43.133,866900000,7,14,40,4/5,125000,0,1,555555,dfyA
349,MTEyLDEwMA==,6.8,-103.5,35432,t,2020-04-13 12:59:45.887,866100000,11,15,568,4/5,125000,0,1,777777,NIBt
350,NjIsMTAw,8.91,-96.8,35505,t,2020-04-13 12:59:48.751,866100000,11,14,495,4/5,125000,0,1,333333,LcLT
351,MTI3LDEwMA==,9.88,-50.8,35954,t,2020-04-13 12:59:49.235,866100000,7,15,46,4/5,125000,0,1,444444,eBHH
352,NTksMTAw,8.47,-77.1,35960,t,2020-04-13 12:59:49.455,866900000,7,14,40,4/5,125000,1,1,111111,vPkA
353,MTQ4LDEwMA==,8.23,-93.3,35954,t,2020-04-13 12:59:50.213,866900000,7,14,46,4/5,125000,0,1,888888,ba6p
354,MTAzLDEwMA==,10.27,-68.5,35954,t,2020-04-13 12:59:51.826,866100000,7,9,46,4/5,125000,0,1,000000,46pf
355,NjUsMTAw,10.19,-105.8,35960,t,2020-04-13 12:59:52.182,866100000,7,12,40,4/5,125000,0,1,666666,EgoH
356,MTI2LDEwMA==,7.76,-101.5,34968,t,2020-04-13 12:59:53.689,866100000,12,15,1032,4/5,125000,0,1,222222,XsuW
357,NTYsMTAw,7.39,-66.7,35960,t,2020-04-13 12:59:53.722,866900000,7,14,40,4/5,125000,0,1,555555,1osi
358,MTEzLDEwMA==,11.04,-68.2,35432,t,2020-04-13 12:59:58.733,866100000,11,14,568,4/5,125000,0,1,333333,TtYL
359,MTE4LDEwMA==,11.5,-38.5,35954,t,2020-04-13 12:59:59.214,866100000,7,15,46,4/5,125000,0,1,444444,Dx87
360,MTAzLDEwMA==,11.31,-36.9,35954,t,2020-04-13 13:00:00.043,866100000,7,9,46,4/5,125000,0,1,111111,90tG
361,MTA4LDEwMA==,6.75,-71.6,35734,t,2020-04-13 13:00:00.794,866100000,10,15,266,4/5,125000,0,1,888888,RKsz
362,MTI5LDEwMA==,7.44,-112.8,35918,t,2020-04-13 13:00:01.573,866100000,8,15,82,4/5,125000,0,1,999999,6sZ1
363,MTM0LDEwMA==,8.01,-88.1,35954,t,2020-04-13 13:00:01.844,866100000,7,9,46,4/5,125000,1,1,000000,qOYa
364,MTE2LDEwMA==,9.22,-80.7,35954,t,2020-04-13 13:00:02.204,866100000,7,12,46,4/5,125000,0,1,666666,sDJ5
365,NzMsMTAw,10.05,-69.8,35099,t,2020-04-13 13:00:03.7,866100000,12,15,901,4/5,125000,0,1,222222,W9Jy
366,NTIsMTAw,8.07,-88,35960,t,2020-04-13 13:00:04.32,866900000,7,14,40,4/5,125000,0,1,555555,TCnm
367,ODEsMTAw,11.24,-95.5,35505,t,2020-04-13 13:00:08.742,866100000,11,14,495,4/5,125000,0,1,333333,k1mB
368,MTE5LDEwMA==,8.99,-50.8,35954,t,2020-04-13 13:00:09.165,866100000,7,15,46,4/5,125000,0,1,444444,onzX
369,ODYsMTAw,10.04,-60.6,35960,t,2020-04-13 13:00:10.052,866100000,7,9,40,4/5,125000,1,1,111111,P0c7
370,MTAxLDEwMA==,6.54,-70.7,35734,t,2020-04-13 13:00:10.804,866100000,10,15,266,4/5,125000,0,1,888888,h0Rv
371,NTQsMTAw,7.43,-91.2,35960,t,2020-04-13 13:00:11.581,866900000,7,14,40,4/5,125000,0,1,999999,3cDO
372,MTQwLDEwMA==,9.99,-86.1,35954,t,2020-04-13 13:00:11.846,866100000,7,9,46,4/5,125000,0,1,000000,ucvF
373,MTMyLDEwMA==,7.75,-53.3,35954,t,2020-04-13 13:00:12.203,866100000,7,12,46,4/5,125000,0,1,666666,jeOf
374,ODksMTAw,9.81,-77.5,35960,t,2020-04-13 13:00:14.956,866100000,7,12,40,4/5,125000,0,1,555555,5NjV
375,MTMxLDEwMA==,9.11,-64.5,35432,t,2020-04-13 13:00:18.747,866100000,11,14,568,4/5,125000,0,1,333333,adE9
376,MTQzLDEwMA==,9.75,-73.1,35954,t,2020-04-13 13:00:19.172,866100000,7,15,46,4/5,125000,0,1,444444,UN89
377,MTIxLDEwMA==,8.78,-98.2,35954,t,2020-04-13 13:00:20.577,866100000,7,9,46,4/5,125000,0,1,111111,qq8i
378,ODUsMTAw,10.65,-98.4,35767,t,2020-04-13 13:00:20.821,866100000,10,15,233,4/5,125000,0,1,888888,jUDj
379,OTgsMTAw,10.13,-38.2,35960,t,2020-04-13 13:00:21.852,866100000,7,9,40,4/5,125000,0,1,000000,nzZW
380,MTExLDEwMA==,8.77,-46.3,35918,t,2020-04-13 13:00:22.159,866100000,8,15,82,4/5,125000,0,1,999999,oMkY
381,MTM0LDEwMA==,8.75,-60.9,35954,t,2020-04-13 13:00:22.212,866100000,7,12,46,4/5,125000,0,1,666666,LED7
